Force (N),Flex Raw ADC 1,Flex Voltage 1(V),Flex Resistance 1(Ohms),Flex Raw ADC 2,Flex Voltage 2(V),Flex Resistance 2(Ohms),Flex Raw ADC 3,Flex Voltage 3(V),Flex Resistance 3(Ohms),Load Cell Voltage (V),Load Cell Raw ADC,Location
0.063,294.0,1.437,138857.156,118.0,0.577,429491.531,41.0,0.2,1341268.25,0.078,16.0,"(3,3)"
0.049,286.0,1.398,144307.703,131.0,0.64,381313.0,35.0,0.171,1580800.0,0.064,13.0,"(3,3)"
0.058,278.0,1.359,150071.937,125.0,0.611,402304.0,34.0,0.166,1628941.125,0.073,15.0,"(3,3)"
0.058,283.0,1.383,146431.093,159.0,0.777,304301.906,47.0,0.23,1162893.625,0.073,15.0,"(3,3)"
0.058,283.0,1.383,146431.093,140.0,0.684,353200.0,42.0,0.205,1308000.0,0.073,15.0,"(3,3)"
0.063,299.0,1.461,135598.656,139.0,0.679,356143.875,40.0,0.196,1376200.0,0.078,16.0,"(3,3)"
0.058,284.0,1.388,145718.312,135.0,0.66,368355.531,39.0,0.191,1412923.125,0.073,15.0,"(3,3)"
0.068,288.0,1.408,142916.671,129.0,0.63,388093.031,40.0,0.196,1376200.0,0.083,17.0,"(3,3)"
0.058,281.0,1.373,147871.89,135.0,0.66,368355.531,39.0,0.191,1412923.125,0.073,15.0,"(3,3)"
0.058,288.0,1.408,142916.671,133.0,0.65,374736.843,41.0,0.2,1341268.25,0.073,15.0,"(3,3)"
0.063,274.0,1.339,153080.281,126.0,0.616,398666.656,29.0,0.142,1919448.375,0.078,16.0,"(3,3)"
0.063,281.0,1.373,147871.89,135.0,0.66,368355.531,41.0,0.2,1341268.25,0.078,16.0,"(3,3)"
0.058,285.0,1.393,145010.531,133.0,0.65,374736.843,46.0,0.225,1189391.375,0.073,15.0,"(3,3)"
0.044,288.0,1.408,142916.671,96.0,0.469,540750.0,49.0,0.239,1113142.875,0.059,12.0,"(3,3)"
0.058,273.0,1.334,153846.156,133.0,0.65,374736.843,33.0,0.161,1680000.0,0.073,15.0,"(3,3)"
0.063,286.0,1.398,144307.703,136.0,0.665,365235.281,45.0,0.22,1217066.625,0.078,16.0,"(3,3)"
0.049,287.0,1.403,143609.765,133.0,0.65,374736.843,46.0,0.225,1189391.375,0.064,13.0,"(3,3)"
0.058,291.0,1.422,140865.984,113.0,0.552,450973.406,28.0,0.137,1990000.0,0.073,15.0,"(3,3)"
0.058,285.0,1.393,145010.531,139.0,0.679,356143.875,46.0,0.225,1189391.375,0.073,15.0,"(3,3)"
0.058,282.0,1.378,147148.937,140.0,0.684,353200.0,51.0,0.249,1067294.125,0.073,15.0,"(3,3)"
0.049,281.0,1.373,147871.89,141.0,0.689,350297.875,29.0,0.142,1919448.375,0.064,13.0,"(3,3)"
0.058,288.0,1.408,142916.671,139.0,0.679,356143.875,48.0,0.235,1137500.0,0.073,15.0,"(3,3)"
0.063,288.0,1.408,142916.671,140.0,0.684,353200.0,73.0,0.357,728767.187,0.078,16.0,"(3,3)"
0.063,286.0,1.398,144307.703,126.0,0.616,398666.656,50.0,0.244,1089760.0,0.078,16.0,"(3,3)"
0.058,291.0,1.422,140865.984,139.0,0.679,356143.875,47.0,0.23,1162893.625,0.073,15.0,"(3,3)"
0.058,288.0,1.408,142916.671,145.0,0.709,339089.656,46.0,0.225,1189391.375,0.073,15.0,"(3,3)"
0.058,280.0,1.369,148600.0,142.0,0.694,347436.625,48.0,0.235,1137500.0,0.073,15.0,"(3,3)"
0.068,286.0,1.398,144307.703,141.0,0.689,350297.875,79.0,0.386,669164.562,0.083,17.0,"(3,3)"
0.058,284.0,1.388,145718.312,144.0,0.704,341833.343,45.0,0.22,1217066.625,0.073,15.0,"(3,3)"
0.058,286.0,1.398,144307.703,145.0,0.709,339089.656,41.0,0.2,1341268.25,0.073,15.0,"(3,3)"
0.068,234.0,1.144,188820.531,150.0,0.733,325919.968,125.0,0.611,402304.0,0.083,17.0,"(3,3)"
0.058,272.0,1.329,154617.64,140.0,0.684,353200.0,47.0,0.23,1162893.625,0.073,15.0,"(3,3)"
0.058,288.0,1.408,142916.671,138.0,0.674,359130.437,47.0,0.23,1162893.625,0.073,15.0,"(3,3)"
0.053,293.0,1.432,139522.187,211.0,1.031,215507.125,31.0,0.152,1792000.0,0.068,14.0,"(3,3)"
0.058,275.0,1.344,152320.0,145.0,0.709,339089.656,54.0,0.264,1004888.875,0.073,15.0,"(3,3)"
0.063,287.0,1.403,143609.765,147.0,0.718,333714.312,46.0,0.225,1189391.375,0.078,16.0,"(3,3)"
0.058,302.0,1.476,133695.359,136.0,0.665,365235.281,40.0,0.196,1376200.0,0.073,15.0,"(3,3)"
0.063,263.0,1.285,161825.109,147.0,0.718,333714.312,46.0,0.225,1189391.375,0.078,16.0,"(3,3)"
0.058,259.0,1.266,165189.187,151.0,0.738,323390.718,48.0,0.235,1137500.0,0.073,15.0,"(3,3)"
0.058,230.0,1.124,193078.25,172.0,0.841,277069.781,67.0,0.327,799044.812,0.073,15.0,"(3,3)"
0.049,199.0,0.973,231879.375,86.0,0.42,610139.562,36.0,0.176,1535333.375,0.064,13.0,"(3,3)"
0.058,170.0,0.831,280988.25,110.0,0.538,464799.968,70.0,0.342,762400.0,0.073,15.0,"(3,3)"
0.053,196.0,0.958,236285.734,85.0,0.415,617976.5,38.0,0.186,1451579.0,0.068,14.0,"(3,3)"
0.058,213.0,1.041,212957.75,116.0,0.567,437862.093,33.0,0.161,1680000.0,0.073,15.0,"(3,3)"
0.063,235.0,1.149,187778.718,90.0,0.44,580533.312,44.0,0.215,1246000.0,0.078,16.0,"(3,3)"
0.058,287.0,1.403,143609.765,135.0,0.66,368355.531,36.0,0.176,1535333.375,0.073,15.0,"(3,3)"
0.063,234.0,1.144,188820.531,126.0,0.616,398666.656,43.0,0.21,1276279.125,0.078,16.0,"(3,3)"
0.073,224.0,1.095,199750.0,100.0,0.489,516879.968,41.0,0.2,1341268.25,0.088,18.0,"(3,3)"
0.063,245.0,1.197,177828.562,133.0,0.65,374736.843,55.0,0.269,985599.937,0.078,16.0,"(3,3)"
0.058,251.0,1.227,172239.031,131.0,0.64,381313.0,56.0,0.274,967000.0,0.073,15.0,"(3,3)"
0.058,256.0,1.251,167781.25,129.0,0.63,388093.031,64.0,0.313,839125.0,0.073,15.0,"(3,3)"
0.058,244.0,1.193,178786.875,140.0,0.684,353200.0,65.0,0.318,825353.812,0.073,15.0,"(3,3)"
0.044,254.0,1.241,169543.296,136.0,0.665,365235.281,61.0,0.298,883147.5,0.059,12.0,"(3,3)"
0.063,233.0,1.139,189871.234,140.0,0.684,353200.0,51.0,0.249,1067294.125,0.078,16.0,"(3,3)"
0.063,233.0,1.139,189871.234,138.0,0.674,359130.437,64.0,0.313,839125.0,0.078,16.0,"(3,3)"
0.058,253.0,1.237,170434.765,134.0,0.655,371522.406,64.0,0.313,839125.0,0.073,15.0,"(3,3)"
0.063,249.0,1.217,174072.281,248.0,1.212,175000.0,112.0,0.547,455500.0,0.078,16.0,"(3,3)"
0.063,269.0,1.315,156966.531,157.0,0.767,308891.718,72.0,0.352,739666.687,0.078,16.0,"(3,3)"
0.058,275.0,1.344,152320.0,181.0,0.885,260508.281,69.0,0.337,774260.875,0.073,15.0,"(3,3)"
0.058,264.0,1.29,161000.0,164.0,0.802,293317.062,70.0,0.342,762400.0,0.073,15.0,"(3,3)"
0.063,261.0,1.276,163494.265,88.0,0.43,595000.0,111.0,0.543,460108.093,0.078,16.0,"(3,3)"
0.068,251.0,1.227,172239.031,137.0,0.67,362160.562,63.0,0.308,853333.312,0.083,17.0,"(3,3)"
0.063,254.0,1.241,169543.296,155.0,0.758,313600.0,69.0,0.337,774260.875,0.078,16.0,"(3,3)"
0.063,260.0,1.271,164338.453,152.0,0.743,320894.75,85.0,0.415,617976.5,0.078,16.0,"(3,3)"
0.053,267.0,1.305,158561.796,126.0,0.616,398666.656,41.0,0.2,1341268.25,0.068,14.0,"(3,3)"
0.049,279.0,1.364,149333.343,164.0,0.802,293317.062,75.0,0.367,707839.937,0.064,13.0,"(3,3)"
0.063,293.0,1.432,139522.187,160.0,0.782,302050.0,81.0,0.396,651259.25,0.078,16.0,"(3,3)"
0.058,298.0,1.457,136241.609,170.0,0.831,280988.25,76.0,0.371,697789.5,0.073,15.0,"(3,3)"
0.063,289.0,1.413,142228.375,174.0,0.85,273241.375,77.0,0.376,688000.0,0.078,16.0,"(3,3)"
0.058,281.0,1.373,147871.89,152.0,0.743,320894.75,84.0,0.411,626000.0,0.073,15.0,"(3,3)"
0.068,287.0,1.403,143609.765,164.0,0.802,293317.062,83.0,0.406,634216.875,0.083,17.0,"(3,3)"
0.063,293.0,1.432,139522.187,177.0,0.865,267661.031,87.0,0.425,602482.75,0.078,16.0,"(3,3)"
0.063,290.0,1.417,141544.828,177.0,0.865,267661.031,82.0,0.401,642634.125,0.078,16.0,"(3,3)"
0.063,295.0,1.442,138196.609,180.0,0.88,262266.656,88.0,0.43,595000.0,0.078,16.0,"(3,3)"
0.063,290.0,1.417,141544.828,175.0,0.855,271360.0,131.0,0.64,381313.0,0.078,16.0,"(3,3)"
0.058,283.0,1.383,146431.093,170.0,0.831,280988.25,80.0,0.391,660100.0,0.073,15.0,"(3,3)"
0.053,292.0,1.427,140191.796,172.0,0.841,277069.781,77.0,0.376,688000.0,0.068,14.0,"(3,3)"
0.068,288.0,1.408,142916.671,160.0,0.782,302050.0,71.0,0.347,750873.25,0.083,17.0,"(3,3)"
0.058,292.0,1.427,140191.796,192.0,0.938,242375.0,72.0,0.352,739666.687,0.073,15.0,"(3,3)"
0.058,282.0,1.378,147148.937,168.0,0.821,285000.0,151.0,0.738,323390.718,0.073,15.0,"(3,3)"
0.063,284.0,1.388,145718.312,167.0,0.816,287041.937,77.0,0.376,688000.0,0.078,16.0,"(3,3)"
0.063,291.0,1.422,140865.984,172.0,0.841,277069.781,77.0,0.376,688000.0,0.078,16.0,"(3,3)"
0.078,283.0,1.383,146431.093,160.0,0.782,302050.0,76.0,0.371,697789.5,0.093,19.0,"(3,3)"
0.063,302.0,1.476,133695.359,205.0,1.002,223453.656,81.0,0.396,651259.25,0.078,16.0,"(3,3)"
0.058,297.0,1.452,136888.89,187.0,0.914,250352.937,81.0,0.396,651259.25,0.073,15.0,"(3,3)"
0.063,297.0,1.452,136888.89,179.0,0.875,264044.687,88.0,0.43,595000.0,0.078,16.0,"(3,3)"
0.058,298.0,1.457,136241.609,181.0,0.885,260508.281,88.0,0.43,595000.0,0.073,15.0,"(3,3)"
0.058,260.0,1.271,164338.453,141.0,0.689,350297.875,53.0,0.259,1024905.687,0.073,15.0,"(3,3)"
0.058,270.0,1.32,156177.765,136.0,0.665,365235.281,63.0,0.308,853333.312,0.073,15.0,"(3,3)"
0.063,288.0,1.408,142916.671,153.0,0.748,318431.375,70.0,0.342,762400.0,0.078,16.0,"(3,3)"
0.058,288.0,1.408,142916.671,154.0,0.753,316000.0,80.0,0.391,660100.0,0.073,15.0,"(3,3)"
0.053,292.0,1.427,140191.796,144.0,0.704,341833.343,69.0,0.337,774260.875,0.068,14.0,"(3,3)"
0.058,259.0,1.266,165189.187,166.0,0.811,289108.437,122.0,0.596,413573.75,0.073,15.0,"(3,3)"
0.058,272.0,1.329,154617.64,175.0,0.855,271360.0,85.0,0.415,617976.5,0.073,15.0,"(3,3)"
0.058,257.0,1.256,166910.515,132.0,0.645,378000.0,101.0,0.494,511207.906,0.073,15.0,"(3,3)"
0.058,242.0,1.183,180727.281,158.0,0.772,306582.281,124.0,0.606,406000.0,0.073,15.0,"(3,3)"
0.068,265.0,1.295,160181.14,160.0,0.782,302050.0,84.0,0.411,626000.0,0.083,17.0,"(3,3)"
0.063,266.0,1.3,159368.421,148.0,0.723,331081.062,70.0,0.342,762400.0,0.078,16.0,"(3,3)"
0.063,264.0,1.29,161000.0,114.0,0.557,446526.312,96.0,0.469,540750.0,0.078,16.0,"(3,3)"
0.053,246.0,1.202,176878.046,120.0,0.587,421400.031,62.0,0.303,868000.0,0.068,14.0,"(3,3)"
0.063,264.0,1.29,161000.0,113.0,0.552,450973.406,65.0,0.318,825353.812,0.078,16.0,"(3,3)"
0.063,262.0,1.281,162656.5,130.0,0.635,384676.906,101.0,0.494,511207.906,0.078,16.0,"(3,3)"
0.063,267.0,1.305,158561.796,137.0,0.67,362160.562,78.0,0.381,678461.562,0.078,16.0,"(3,3)"
0.058,249.0,1.217,174072.281,142.0,0.694,347436.625,115.0,0.562,442156.5,0.073,15.0,"(3,3)"
0.068,240.0,1.173,182700.015,140.0,0.684,353200.0,84.0,0.411,626000.0,0.083,17.0,"(3,3)"
0.068,266.0,1.3,159368.421,143.0,0.699,344615.406,60.0,0.293,898800.062,0.083,17.0,"(3,3)"
0.078,266.0,1.3,159368.421,133.0,0.65,374736.843,36.0,0.176,1535333.375,0.093,19.0,"(3,3)"
0.078,282.0,1.378,147148.937,162.0,0.792,297629.625,32.0,0.156,1734250.0,0.093,19.0,"(3,3)"
0.083,273.0,1.334,153846.156,108.0,0.528,474444.437,38.0,0.186,1451579.0,0.098,20.0,"(3,3)"
0.068,265.0,1.295,160181.14,96.0,0.469,540750.0,48.0,0.235,1137500.0,0.083,17.0,"(3,3)"
0.073,218.0,1.065,206788.984,87.0,0.425,602482.75,88.0,0.43,595000.0,0.088,18.0,"(3,3)"
0.068,256.0,1.251,167781.25,62.0,0.303,868000.0,30.0,0.147,1853600.125,0.083,17.0,"(3,3)"
0.083,297.0,1.452,136888.89,47.0,0.23,1162893.625,58.0,0.283,931724.187,0.098,20.0,"(3,3)"
0.068,259.0,1.266,165189.187,53.0,0.259,1024905.687,49.0,0.239,1113142.875,0.083,17.0,"(3,3)"
0.068,253.0,1.237,170434.765,52.0,0.254,1045692.312,55.0,0.269,985599.937,0.083,17.0,"(3,3)"
0.073,204.0,0.997,224823.515,48.0,0.235,1137500.0,124.0,0.606,406000.0,0.088,18.0,"(3,3)"
0.068,238.0,1.163,184705.89,24.0,0.117,2331000.0,102.0,0.499,505647.031,0.083,17.0,"(3,3)"
0.073,208.0,1.017,219423.078,26.0,0.127,2147384.5,49.0,0.239,1113142.875,0.088,18.0,"(3,3)"
0.073,171.0,0.836,279017.562,24.0,0.117,2331000.0,46.0,0.225,1189391.375,0.088,18.0,"(3,3)"
0.063,106.0,0.518,484452.843,0.0,0.0,0.0,21.0,0.103,2672000.0,0.078,16.0,"(3,3)"
0.063,93.0,0.455,560000.0,9.0,0.044,6309333.5,16.0,0.078,3524500.0,0.078,16.0,"(3,3)"
0.083,169.0,0.826,282982.25,6.0,0.029,9492000.0,39.0,0.191,1412923.125,0.098,20.0,"(3,3)"
0.146,110.0,0.538,464799.968,39.0,0.191,1412923.125,74.0,0.362,718162.125,0.161,33.0,"(3,3)"
0.117,130.0,0.635,384676.906,50.0,0.244,1089760.0,44.0,0.215,1246000.0,0.132,27.0,"(3,3)"
0.146,144.0,0.704,341833.343,17.0,0.083,3313882.25,37.0,0.181,1492324.25,0.161,33.0,"(3,3)"
0.146,152.0,0.743,320894.75,0.0,0.0,0.0,24.0,0.117,2331000.0,0.161,33.0,"(3,3)"
0.176,173.0,0.846,275144.5,16.0,0.078,3524500.0,20.0,0.098,2808400.0,0.191,39.0,"(3,3)"
0.083,142.0,0.694,347436.625,22.0,0.108,2548000.0,28.0,0.137,1990000.0,0.098,20.0,"(3,3)"
0.093,149.0,0.728,328483.218,28.0,0.137,1990000.0,27.0,0.132,2065777.75,0.108,22.0,"(3,3)"
0.088,150.0,0.733,325919.968,28.0,0.137,1990000.0,54.0,0.264,1004888.875,0.103,21.0,"(3,3)"
0.068,152.0,0.743,320894.75,28.0,0.137,1990000.0,43.0,0.21,1276279.125,0.083,17.0,"(3,3)"
0.112,131.0,0.64,381313.0,21.0,0.103,2672000.0,58.0,0.283,931724.187,0.127,26.0,"(3,3)"
0.112,182.0,0.89,258769.234,16.0,0.078,3524500.0,55.0,0.269,985599.937,0.127,26.0,"(3,3)"
0.107,180.0,0.88,262266.656,33.0,0.161,1680000.0,59.0,0.288,914983.062,0.122,25.0,"(3,3)"
0.132,175.0,0.855,271360.0,38.0,0.186,1451579.0,57.0,0.279,949052.625,0.147,30.0,"(3,3)"
0.2,84.0,0.411,626000.0,0.0,0.0,0.0,8.0,0.039,7105000.0,0.215,44.0,"(3,3)"
0.298,118.0,0.577,429491.531,37.0,0.181,1492324.25,45.0,0.22,1217066.625,0.313,64.0,"(3,3)"
0.479,116.0,0.567,437862.093,19.0,0.093,2959158.0,22.0,0.108,2548000.0,0.494,101.0,"(3,3)"
0.767,79.0,0.386,669164.562,0.0,0.0,0.0,0.0,0.0,0.0,0.782,160.0,"(3,3)"
0.943,68.0,0.332,786470.562,11.0,0.054,5152000.0,41.0,0.2,1341268.25,0.958,196.0,"(3,3)"
1.119,71.0,0.347,750873.25,14.0,0.068,4036000.0,3.0,0.015,19040000.0,1.134,232.0,"(3,3)"
1.27,86.0,0.42,610139.562,14.0,0.068,4036000.0,0.0,0.0,0.0,1.285,263.0,"(3,3)"
1.261,81.0,0.396,651259.25,144.0,0.704,341833.343,11.0,0.054,5152000.0,1.276,261.0,"(3,3)"
1.334,77.0,0.376,688000.0,17.0,0.083,3313882.25,2.0,0.01,0.0,1.349,276.0,"(3,3)"
1.446,134.0,0.655,371522.406,0.0,0.0,0.0,0.0,0.0,0.0,1.461,299.0,"(3,3)"
1.534,87.0,0.425,602482.75,0.0,0.0,0.0,0.0,0.0,0.0,1.549,317.0,"(3,3)"
1.661,90.0,0.44,580533.312,0.0,0.0,0.0,0.0,0.0,0.0,1.676,343.0,"(3,3)"
1.701,99.0,0.484,522666.687,23.0,0.112,2434782.75,44.0,0.215,1246000.0,1.716,351.0,"(3,3)"
1.754,112.0,0.547,455500.0,1.0,0.005,0.0,94.0,0.459,553446.812,1.769,362.0,"(3,3)"
1.837,107.0,0.523,479401.906,13.0,0.064,4350769.0,0.0,0.0,0.0,1.852,379.0,"(3,3)"
1.969,83.0,0.406,634216.875,19.0,0.093,2959158.0,0.0,0.0,0.0,1.984,406.0,"(3,3)"
2.023,90.0,0.44,580533.312,2.0,0.01,0.0,0.0,0.0,0.0,2.038,417.0,"(3,3)"
2.087,105.0,0.513,489600.0,13.0,0.064,4350769.0,0.0,0.0,0.0,2.102,430.0,"(3,3)"
2.155,108.0,0.528,474444.437,8.0,0.039,7105000.0,0.0,0.0,0.0,2.17,444.0,"(3,3)"
2.057,130.0,0.635,384676.906,30.0,0.147,1853600.125,0.0,0.0,0.0,2.072,424.0,"(3,3)"
2.008,136.0,0.665,365235.281,38.0,0.186,1451579.0,0.0,0.0,0.0,2.023,414.0,"(3,3)"
2.023,160.0,0.782,302050.0,37.0,0.181,1492324.25,2.0,0.01,0.0,2.038,417.0,"(3,3)"
1.876,329.0,1.608,118127.656,39.0,0.191,1412923.125,0.0,0.0,0.0,1.891,387.0,"(3,3)"
1.495,158.0,0.772,306582.281,30.0,0.147,1853600.125,2.0,0.01,0.0,1.51,309.0,"(3,3)"
1.002,149.0,0.728,328483.218,24.0,0.117,2331000.0,0.0,0.0,0.0,1.017,208.0,"(3,3)"
0.542,387.0,1.891,92031.007,14.0,0.068,4036000.0,16.0,0.078,3524500.0,0.557,114.0,"(3,3)"
0.229,129.0,0.63,388093.031,22.0,0.108,2548000.0,0.0,0.0,0.0,0.244,50.0,"(3,3)"
0.093,117.0,0.572,433641.062,54.0,0.264,1004888.875,28.0,0.137,1990000.0,0.108,22.0,"(3,3)"
0.063,157.0,0.767,308891.718,20.0,0.098,2808400.0,0.0,0.0,0.0,0.078,16.0,"(3,3)"
0.093,154.0,0.753,316000.0,64.0,0.313,839125.0,0.0,0.0,0.0,0.108,22.0,"(3,3)"
0.068,135.0,0.66,368355.531,17.0,0.083,3313882.25,0.0,0.0,0.0,0.083,17.0,"(3,3)"
0.063,194.0,0.948,239298.968,0.0,0.0,0.0,44.0,0.215,1246000.0,0.078,16.0,"(3,3)"
0.068,175.0,0.855,271360.0,24.0,0.117,2331000.0,1.0,0.005,0.0,0.083,17.0,"(3,3)"
0.068,143.0,0.699,344615.406,43.0,0.21,1276279.125,0.0,0.0,0.0,0.083,17.0,"(3,3)"
0.063,168.0,0.821,285000.0,13.0,0.064,4350769.0,4.0,0.02,14266000.0,0.078,16.0,"(3,3)"
0.073,181.0,0.885,260508.281,65.0,0.318,825353.812,0.0,0.0,0.0,0.088,18.0,"(3,3)"
0.068,157.0,0.767,308891.718,15.0,0.073,3763200.25,0.0,0.0,0.0,0.083,17.0,"(3,3)"
0.063,210.0,1.026,216800.0,11.0,0.054,5152000.0,6.0,0.029,9492000.0,0.078,16.0,"(3,3)"
0.073,175.0,0.855,271360.0,18.0,0.088,3126666.75,0.0,0.0,0.0,0.088,18.0,"(3,3)"
0.078,223.0,1.09,200896.859,19.0,0.093,2959158.0,6.0,0.029,9492000.0,0.093,19.0,"(3,3)"
0.068,180.0,0.88,262266.656,26.0,0.127,2147384.5,7.0,0.034,8128000.0,0.083,17.0,"(3,3)"
0.063,179.0,0.875,264044.687,27.0,0.132,2065777.75,5.0,0.024,11401600.0,0.078,16.0,"(3,3)"
0.068,178.0,0.87,265842.687,28.0,0.137,1990000.0,3.0,0.015,19040000.0,0.083,17.0,"(3,3)"
0.058,260.0,1.271,164338.453,64.0,0.313,839125.0,31.0,0.152,1792000.0,0.073,15.0,"(3,3)"
0.068,175.0,0.855,271360.0,29.0,0.142,1919448.375,5.0,0.024,11401600.0,0.083,17.0,"(3,3)"
0.068,190.0,0.929,245515.796,29.0,0.142,1919448.375,7.0,0.034,8128000.0,0.083,17.0,"(3,3)"
0.063,188.0,0.919,248723.39,28.0,0.137,1990000.0,8.0,0.039,7105000.0,0.078,16.0,"(3,3)"
0.068,188.0,0.919,248723.39,6.0,0.029,9492000.0,43.0,0.21,1276279.125,0.083,17.0,"(3,3)"
0.073,188.0,0.919,248723.39,21.0,0.103,2672000.0,45.0,0.22,1217066.625,0.088,18.0,"(3,3)"
0.063,190.0,0.929,245515.796,34.0,0.166,1628941.125,3.0,0.015,19040000.0,0.078,16.0,"(3,3)"
0.058,191.0,0.934,243937.171,56.0,0.274,967000.0,14.0,0.068,4036000.0,0.073,15.0,"(3,3)"
0.058,200.0,0.978,230439.984,68.0,0.332,786470.562,6.0,0.029,9492000.0,0.073,15.0,"(3,3)"
0.058,199.0,0.973,231879.375,11.0,0.054,5152000.0,29.0,0.142,1919448.375,0.073,15.0,"(3,3)"
0.068,198.0,0.968,233333.343,34.0,0.166,1628941.125,9.0,0.044,6309333.5,0.083,17.0,"(3,3)"
0.063,207.0,1.012,220753.625,38.0,0.186,1451579.0,10.0,0.049,5672800.0,0.078,16.0,"(3,3)"
0.068,174.0,0.85,273241.375,32.0,0.156,1734250.0,53.0,0.259,1024905.687,0.083,17.0,"(3,3)"
0.063,89.0,0.435,587685.375,10.0,0.049,5672800.0,0.0,0.0,0.0,0.078,16.0,"(3,3)"
0.063,211.0,1.031,215507.125,42.0,0.205,1308000.0,10.0,0.049,5672800.0,0.078,16.0,"(3,3)"
0.083,198.0,0.968,233333.343,29.0,0.142,1919448.375,0.0,0.0,0.0,0.098,20.0,"(3,3)"
0.068,203.0,0.992,226206.89,36.0,0.176,1535333.375,10.0,0.049,5672800.0,0.083,17.0,"(3,3)"
0.083,198.0,0.968,233333.343,46.0,0.225,1189391.375,0.0,0.0,0.0,0.098,20.0,"(3,3)"
0.068,201.0,0.982,229014.906,44.0,0.215,1246000.0,10.0,0.049,5672800.0,0.083,17.0,"(3,3)"
0.073,204.0,0.997,224823.515,40.0,0.196,1376200.0,13.0,0.064,4350769.0,0.088,18.0,"(3,3)"
0.078,202.0,0.987,227603.953,75.0,0.367,707839.937,18.0,0.088,3126666.75,0.093,19.0,"(3,3)"
0.073,222.0,1.085,202054.046,46.0,0.225,1189391.375,10.0,0.049,5672800.0,0.088,18.0,"(3,3)"
0.063,196.0,0.958,236285.734,43.0,0.21,1276279.125,14.0,0.068,4036000.0,0.078,16.0,"(3,3)"
0.073,101.0,0.494,511207.906,24.0,0.117,2331000.0,18.0,0.088,3126666.75,0.088,18.0,"(3,3)"
0.063,206.0,1.007,222097.093,52.0,0.254,1045692.312,16.0,0.078,3524500.0,0.078,16.0,"(3,3)"
0.063,205.0,1.002,223453.656,52.0,0.254,1045692.312,15.0,0.073,3763200.25,0.078,16.0,"(3,3)"
0.073,210.0,1.026,216800.0,6.0,0.029,9492000.0,28.0,0.137,1990000.0,0.088,18.0,"(3,3)"
0.073,187.0,0.914,250352.937,51.0,0.249,1067294.125,35.0,0.171,1580800.0,0.088,18.0,"(3,3)"
0.063,204.0,0.997,224823.515,51.0,0.249,1067294.125,18.0,0.088,3126666.75,0.078,16.0,"(3,3)"
0.063,206.0,1.007,222097.093,51.0,0.249,1067294.125,16.0,0.078,3524500.0,0.078,16.0,"(3,3)"
0.093,207.0,1.012,220753.625,58.0,0.283,931724.187,18.0,0.088,3126666.75,0.108,22.0,"(3,3)"
0.073,214.0,1.046,211700.953,55.0,0.269,985599.937,12.0,0.059,4718000.0,0.088,18.0,"(3,3)"
0.063,200.0,0.978,230439.984,55.0,0.269,985599.937,16.0,0.078,3524500.0,0.078,16.0,"(3,3)"
0.068,214.0,1.046,211700.953,59.0,0.288,914983.062,15.0,0.073,3763200.25,0.083,17.0,"(3,3)"
0.068,246.0,1.202,176878.046,52.0,0.254,1045692.312,21.0,0.103,2672000.0,0.083,17.0,"(3,3)"
0.058,209.0,1.022,218105.265,52.0,0.254,1045692.312,15.0,0.073,3763200.25,0.073,15.0,"(3,3)"
0.063,206.0,1.007,222097.093,50.0,0.244,1089760.0,22.0,0.108,2548000.0,0.078,16.0,"(3,3)"
0.088,279.0,1.364,149333.343,40.0,0.196,1376200.0,27.0,0.132,2065777.75,0.103,21.0,"(3,3)"
0.068,203.0,0.992,226206.89,44.0,0.215,1246000.0,0.0,0.0,0.0,0.083,17.0,"(3,3)"
0.063,225.0,1.1,198613.328,45.0,0.22,1217066.625,15.0,0.073,3763200.25,0.078,16.0,"(3,3)"
0.058,235.0,1.149,187778.718,28.0,0.137,1990000.0,22.0,0.108,2548000.0,0.073,15.0,"(3,3)"
0.063,203.0,0.992,226206.89,43.0,0.21,1276279.125,14.0,0.068,4036000.0,0.078,16.0,"(3,3)"
0.063,193.0,0.943,240829.015,36.0,0.176,1535333.375,19.0,0.093,2959158.0,0.078,16.0,"(3,3)"
0.073,229.0,1.119,194165.937,34.0,0.166,1628941.125,0.0,0.0,0.0,0.088,18.0,"(3,3)"
0.063,196.0,0.958,236285.734,53.0,0.259,1024905.687,17.0,0.083,3313882.25,0.078,16.0,"(3,3)"
0.073,186.0,0.909,252000.0,63.0,0.308,853333.312,15.0,0.073,3763200.25,0.088,18.0,"(3,3)"
0.063,323.0,1.579,121362.226,28.0,0.137,1990000.0,22.0,0.108,2548000.0,0.078,16.0,"(3,3)"
0.063,210.0,1.026,216800.0,31.0,0.152,1792000.0,19.0,0.093,2959158.0,0.078,16.0,"(3,3)"
0.068,215.0,1.051,210455.812,27.0,0.132,2065777.75,51.0,0.249,1067294.125,0.083,17.0,"(3,3)"
0.053,221.0,1.08,203221.718,159.0,0.777,304301.906,11.0,0.054,5152000.0,0.068,14.0,"(3,3)"
0.063,214.0,1.046,211700.953,37.0,0.181,1492324.25,18.0,0.088,3126666.75,0.078,16.0,"(3,3)"
0.058,218.0,1.065,206788.984,35.0,0.171,1580800.0,19.0,0.093,2959158.0,0.073,15.0,"(3,3)"
0.049,196.0,0.958,236285.734,42.0,0.205,1308000.0,17.0,0.083,3313882.25,0.064,13.0,"(3,3)"
